ID,Name,Mg,Ni,Cu,Ce,La,Nd,Pr,Sm,Y,Ag,Al,Ca,Co,Fe,In,Li,Mn,Nb,Ti,V,Zn,Cr,Pd,Si,Zr,Gd,B,C,密(XM),δ密(XM),族Gp,δ族Gp,I2(ev),δI2(ev),原径(Rm),δ原径(Rm),共径(Rc),δ共径(Rc,自能(W),δ自能(W),晶体(LP),δ晶体(LP),功函数,δ功函数,绝对电负性,δ绝对电负性,AW,δAW,AN,δAN,Tb,δTb,Eea(ev),δEea(ev),I1,δI1,XP,δXP,Hf,δHf,Cm,δCm,VEC,fs,fp,fd,δVEC,K,δK,Tm,δTm,Vm,B,熔化焓Sf,密度,混合焓Hmix,吉布斯自由能Gmix,oumiga的倒数,熵Smix,加工方式,球磨机H2压力（MPa）,球磨机Ar2压力（MPa）,球粉质量比,球磨机转速(圆盘转速)（rpm）,磨粉时间（h）,℃/min差示扫描量热法 (DSC) 和热重法 (TG) 加热速率,氩气MPa,烧结温度℃,烧结时间h,m/s熔体纺丝速率（铜辊线速度近似表示）,样品的加热速率,吸氢饱和比（Ra(t))t min%,脱氢比（R d ( t )）%,温度C?a?(t)（t的氢化能力）氢容量,C?d?(t)（t的氢化能力）氢解吸容量,吸氢速率,初始吸氢温度℃,氢吸收温度,氢吸收压力,氢吸收时间min,吸H量,储氢量,可逆储氢能力wt%,氢解吸效率,解吸动力学温度,解吸动力学H2压力(MPa),解吸动力学H2压力时间min,解吸H2含量,脱氢量,开始解吸温度℃,峰值解吸温度（从第70个挪动）℃,最终脱氢温度℃,完全脱氢时间,吸氢活化能E?ae(k)kJ/mol,氢解吸过程的活化能 (E de(a)),脱氢活化能E?de(k),焓变ΔH （形成焓）?(kJ/mol)（吸氢,熵变ΔS J/mol/K)（吸氢,焓变ΔH (kJ/mol)（分解焓）氢解吸,熵变ΔS J/mol/K)（氢解吸,吸收PCT平衡压力MPa,解吸PCT平衡压力MPa,活化温度℃,H2活化压力MPa,活化循环次数
MHS0535,Mg 3 LaNi 0.1,0.334942164,0.026961202,,,0.638096634,,,,,,,,,,,,,,,,,,,,,,,,1.588292644,0.097030448,2.439023133,0.520575381,14.14196836,0.128420945,0.166014641,0.081763593,0.156682932,0.183155078,3.632926577,0.072776655,186.3222975,0.196978127,3.657316825,0.067189653,3.607316941,0.084536809,53.09617956,0.923314821,23.36585289,0.824297742,1986.487605,0.51997301,-0.142439241,3.064841795,7.141219429,0.124406976,1.273414528,0.105935717,8.297559496,0.213033508,25.44487794,0.037868423,2.439023133,0.820000423,0,0.179999577,0.520575381,144.414643,0.527456603,1008.637685,0.160715856,0.019549353,44.14631888,0.008226502,3338261.602,-5.925040262,-5568.104698,0.001065237,5.514546738,25℃下在氩气氛下对熔纺带进行老化处理 14 天,,,,,,,,,,,,,,,,,,270,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
MHS0536,Mg 3 LaNi 0.1,0.334942164,0.026961202,,,0.638096634,,,,,,,,,,,,,,,,,,,,,,,,1.588292644,0.097030448,2.439023133,0.520575381,14.14196836,0.128420945,0.166014641,0.081763593,0.156682932,0.183155078,3.632926577,0.072776655,186.3222975,0.196978127,3.657316825,0.067189653,3.607316941,0.084536809,53.09617956,0.923314821,23.36585289,0.824297742,1986.487605,0.51997301,-0.142439241,3.064841795,7.141219429,0.124406976,1.273414528,0.105935717,8.297559496,0.213033508,25.44487794,0.037868423,2.439023133,0.820000423,0,0.179999577,0.520575381,144.414643,0.527456603,1008.637685,0.160715856,0.019549353,44.14631888,0.008226502,3338261.602,-5.925040262,-5568.104698,0.001065237,5.514546738,25℃下在氩气氛下对熔纺带进行老化处理 14 天,,,,,,,,,,,,,,,,,,250,,,,3,,,,,,,,,,,,,,,,,,,,,,,
MHS0537,Mg 3 LaNi 0.1,0.334942164,0.026961202,,,0.638096634,,,,,,,,,,,,,,,,,,,,,,,,1.588292644,0.097030448,2.439023133,0.520575381,14.14196836,0.128420945,0.166014641,0.081763593,0.156682932,0.183155078,3.632926577,0.072776655,186.3222975,0.196978127,3.657316825,0.067189653,3.607316941,0.084536809,53.09617956,0.923314821,23.36585289,0.824297742,1986.487605,0.51997301,-0.142439241,3.064841795,7.141219429,0.124406976,1.273414528,0.105935717,8.297559496,0.213033508,25.44487794,0.037868423,2.439023133,0.820000423,0,0.179999577,0.520575381,144.414643,0.527456603,1008.637685,0.160715856,0.019549353,44.14631888,0.008226502,3338261.602,-5.925040262,-5568.104698,0.001065237,5.514546738,25℃下在氩气氛下对熔纺带进行老化处理 14 天,,,,,,,,,,,,,,,,,,241,,,,3,,,,,,,,,,,,,,,,,,,,,,,
MHS0538,Mg 90 Ce 5 Ni 5,0.687549799,0.092240646,,0.220209554,,,,,,,,,,,,,,,,,,,,,,,,,1.659499446,0.052168221,2.449998212,0.712532208,14.98450056,0.077557195,0.159445045,0.058724422,0.143300093,0.100550166,3.69149823,0.103859365,186.1274816,0.300412422,3.696498368,0.100697134,3.744998713,0.059243922,31.81511543,0.815620421,15.10005684,0.691384484,1567.652397,0.394225521,-0.275999353,1.396807208,7.540347109,0.060892291,1.330499502,0.104644059,8.964992248,0.224598126,25.03260237,0.020362136,2.449998212,0.816327126,0,0.183672874,0.712532208,176.0997933,0.247454291,970.649881,0.181964676,0.017145509,50.59991508,0.009236072,2278627.584,-2.260032237,-3185.065552,0.000710076,3.279045908,熔融纺丝（熔纺）,,,,,,,,,,30,,,,,,,,300,2.5,5,5（析氢速率1 -H/min）,,5.3,,,,,,,,,,,,109.2,,,,77.9（MgH2）,139.7（MgH2）,,～557 K（1 atm ）,,,
MHS0539,Mg 90 Ce 5 Ni 5,0.687549799,0.092240646,,0.220209554,,,,,,,,,,,,,,,,,,,,,,,,,1.659499446,0.052168221,2.449998212,0.712532208,14.98450056,0.077557195,0.159445045,0.058724422,0.143300093,0.100550166,3.69149823,0.103859365,186.1274816,0.300412422,3.696498368,0.100697134,3.744998713,0.059243922,31.81511543,0.815620421,15.10005684,0.691384484,1567.652397,0.394225521,-0.275999353,1.396807208,7.540347109,0.060892291,1.330499502,0.104644059,8.964992248,0.224598126,25.03260237,0.020362136,2.449998212,0.816327126,0,0.183672874,0.712532208,176.0997933,0.247454291,970.649881,0.181964676,0.017145509,50.59991508,0.009236072,2278627.584,-2.260032237,-3185.065552,0.000710076,3.279045908,熔融纺丝（熔纺）,,,,,,,,,,30,,,,,,,,240,2.5,10,4.1,,,,,,,,,,,,,,,,,,,,,,,,
MHS0540,Mg 90 Ce 5 Ni 5,0.687549799,0.092240646,,0.220209554,,,,,,,,,,,,,,,,,,,,,,,,,1.659499446,0.052168221,2.449998212,0.712532208,14.98450056,0.077557195,0.159445045,0.058724422,0.143300093,0.100550166,3.69149823,0.103859365,186.1274816,0.300412422,3.696498368,0.100697134,3.744998713,0.059243922,31.81511543,0.815620421,15.10005684,0.691384484,1567.652397,0.394225521,-0.275999353,1.396807208,7.540347109,0.060892291,1.330499502,0.104644059,8.964992248,0.224598126,25.03260237,0.020362136,2.449998212,0.816327126,0,0.183672874,0.712532208,176.0997933,0.247454291,970.649881,0.181964676,0.017145509,50.59991508,0.009236072,2278627.584,-2.260032237,-3185.065552,0.000710076,3.279045908,感应熔融,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,124.6,,,,74.5（MgH2）,133.8（MgH2）,,～557 K（1 atm ）,,,
MHS0541,Mg?85?Ni?10Y 1 Pd 4（ mol%,0.652237879,0.185301005,,,,,,,0.028068715,,,,,,,,,,,,,,0.134392401,,,,,,1.688599905,0.036081045,3.129995316,0.886147951,15.49458492,0.081763723,0.155847022,0.073834075,0.139710012,0.051319045,3.856999106,0.131733119,176.390031,0.383855554,3.861799109,0.134474326,3.837399606,0.062404885,31.67443105,0.611695581,16.66999266,0.863246616,1642.768982,0.406180007,-0.198650917,2.488880435,7.658779989,0.025875861,1.404699653,0.172620862,9.896995048,0.293280478,25.05014933,0.017326639,3.129995316,0.613419431,0,0.386580569,0.886147951,172.1700527,0.254667257,1048.60555,0.285283384,0.01609899,63.85992046,0.009438244,2418236.905,-7.26240032,-4742.983239,0.001533536,4.516208064,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,200（最大容量和吸收和解吸时间（时间是最大容量的 95% 吸收/解吸时间））,2,66,,4.4,4.5（473 K）,,,<0.001,123,,,,,,,,,,?67.7,121.4,?77.2,134,,,,,
MHS0542,Mg?85?Ni?10La 1 Pd 4（ mol%,0.642101108,0.182421145,,,0.043174009,,,,,,,,,,,,,,,,,,0.132303738,,,,,,1.68789991,0.038297262,3.129995318,0.886147958,15.48287327,0.084089655,0.155924021,0.074996588,0.139880011,0.060393254,3.859999121,0.130696633,177.2190734,0.377216345,3.865799125,0.133207092,3.836499616,0.063093719,32.17447193,0.664706008,16.8499924,0.876909097,1643.958949,0.408086693,-0.196720925,2.525199677,7.652350008,0.032504675,1.403499655,0.173627036,9.844994988,0.29677205,25.05594931,0.018240661,3.129995318,0.613419431,0,0.386580569,0.886147958,172.1300553,0.255557941,1042.545533,0.278048846,0.016131766,63.72992076,0.009443228,2451322.884,-7.277199914,-4715.629148,0.001545594,4.516207494,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,200,2,62,,4.2,4.5（473 K）,,,<0.001,149,,,,,,,,,,?72.4,130.6,?77.6,135.5,,,,,
MHS0543,Mg?85?Ni?10Y 2.5 Pd 2.5（ mol%,0.657692834,0.186850759,,,,,,,0.070758666,,,,,,,,,,,,,,0.08469774,,,,,,1.681999894,0.040784928,3.024995245,0.873025758,15.38731422,0.080302296,0.156487523,0.074480011,0.140475013,0.067063082,3.828499069,0.129641744,177.1437337,0.373565788,3.831499071,0.131466289,3.818499577,0.062877862,31.41172008,0.587577266,16.02499281,0.764588555,1648.499035,0.413943693,-0.202400907,2.418948521,7.627024932,0.032756565,1.389999638,0.160231308,9.817495036,0.283717236,25.05839937,0.018208966,3.024995245,0.644629102,0,0.355370898,0.873025758,171.9000486,0.260246084,1048.172068,0.284341505,0.016303272,61.77491855,0.009366301,2368265.956,-5.78999776,-4823.537492,0.001201806,4.596332644,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,200,2,32,,4.6,4.5（473 K）,,,<0.001,63,,,,,,,,,,?65.7,117.3,?77.4,135.3,,,,,
MHS0544,Mg?85?Ni?10La 2.5 Pd 2.5（ mol%,0.632520253,0.17969922,,,0.106324514,,,,,,,,,,,,,,,,,,0.081456013,,,,,,1.680249905,0.045510182,3.024995246,0.873025776,15.35803508,0.086015704,0.156680022,0.077229569,0.140900012,0.083340327,3.835999104,0.127073967,179.2163398,0.356615543,3.841499108,0.12832152,3.816249602,0.064544887,32.66182226,0.714984749,16.47499215,0.811402495,1651.473954,0.418516148,-0.197575925,2.50794264,7.61094998,0.045082394,1.386999644,0.162781813,9.68749488,0.2920774,25.07289932,0.020300546,3.024995246,0.644629101,0,0.355370899,0.873025776,171.8000551,0.262430366,1033.022026,0.26514907,0.016385211,61.44991921,0.00937782,2449956.157,-5.829996838,-4753.941722,0.001227856,4.596331544,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,200,2,39,,4.5,4.5（473 K）,,,<0.001,94,,,,,,,,,,?69.4,124.4,?81.3,140.8,,,,,
MHS0545,Mg?85?Ni?10Y 1 Pd 4（ mol%,0.652237879,0.185301005,,,,,,,0.028068715,,,,,,,,,,,,,,0.134392401,,,,,,1.688599905,0.036081045,3.129995316,0.886147951,15.49458492,0.081763723,0.155847022,0.073834075,0.139710012,0.051319045,3.856999106,0.131733119,176.390031,0.383855554,3.861799109,0.134474326,3.837399606,0.062404885,31.67443105,0.611695581,16.66999266,0.863246616,1642.768982,0.406180007,-0.198650917,2.488880435,7.658779989,0.025875861,1.404699653,0.172620862,9.896995048,0.293280478,25.05014933,0.017326639,3.129995316,0.613419431,0,0.386580569,0.886147951,172.1700527,0.254667257,1048.60555,0.285283384,0.01609899,63.85992046,0.009438244,2418236.905,-7.26240032,-4742.983239,0.001533536,4.516208064,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,300,2,5,,4.4,,,,<0.001,3,,,,,,,,,,,,,,,,,,
MHS0546,Mg?85?Ni?10La 1 Pd 4（ mol%,0.642101108,0.182421145,,,0.043174009,,,,,,,,,,,,,,,,,,0.132303738,,,,,,1.68789991,0.038297262,3.129995318,0.886147958,15.48287327,0.084089655,0.155924021,0.074996588,0.139880011,0.060393254,3.859999121,0.130696633,177.2190734,0.377216345,3.865799125,0.133207092,3.836499616,0.063093719,32.17447193,0.664706008,16.8499924,0.876909097,1643.958949,0.408086693,-0.196720925,2.525199677,7.652350008,0.032504675,1.403499655,0.173627036,9.844994988,0.29677205,25.05594931,0.018240661,3.129995318,0.613419431,0,0.386580569,0.886147958,172.1300553,0.255557941,1042.545533,0.278048846,0.016131766,63.72992076,0.009443228,2451322.884,-7.277199914,-4715.629148,0.001545594,4.516207494,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,300,2,4,,3.9,,,,<0.001,2,,,,,,,,,,,,,,,,,,
MHS0547,Mg?85?Ni?10Y 2.5 Pd 2.5（ mol%,0.657692834,0.186850759,,,,,,,0.070758666,,,,,,,,,,,,,,0.08469774,,,,,,1.681999894,0.040784928,3.024995245,0.873025758,15.38731422,0.080302296,0.156487523,0.074480011,0.140475013,0.067063082,3.828499069,0.129641744,177.1437337,0.373565788,3.831499071,0.131466289,3.818499577,0.062877862,31.41172008,0.587577266,16.02499281,0.764588555,1648.499035,0.413943693,-0.202400907,2.418948521,7.627024932,0.032756565,1.389999638,0.160231308,9.817495036,0.283717236,25.05839937,0.018208966,3.024995245,0.644629102,0,0.355370898,0.873025758,171.9000486,0.260246084,1048.172068,0.284341505,0.016303272,61.77491855,0.009366301,2368265.956,-5.78999776,-4823.537492,0.001201806,4.596332644,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,300,2,10,,4.3,,,,<0.001,2,,,,,,,,,,,,,,,,,,
MHS0548,Mg?85?Ni?10La 2.5 Pd 2.5（ mol%,0.632520253,0.17969922,,,0.106324514,,,,,,,,,,,,,,,,,,0.081456013,,,,,,1.680249905,0.045510182,3.024995246,0.873025776,15.35803508,0.086015704,0.156680022,0.077229569,0.140900012,0.083340327,3.835999104,0.127073967,179.2163398,0.356615543,3.841499108,0.12832152,3.816249602,0.064544887,32.66182226,0.714984749,16.47499215,0.811402495,1651.473954,0.418516148,-0.197575925,2.50794264,7.61094998,0.045082394,1.386999644,0.162781813,9.68749488,0.2920774,25.07289932,0.020300546,3.024995246,0.644629101,0,0.355370899,0.873025776,171.8000551,0.262430366,1033.022026,0.26514907,0.016385211,61.44991921,0.00937782,2449956.157,-5.829996838,-4753.941722,0.001227856,4.596331544,熔融纺丝,,,,,0.5（提供新鲜的未氧化表面）,10,,,,,,,,,,,,300,2,12,,4.2,,,,<0.001,2,,,,,,,,,,,,,,,,,,
MHS0549,Mg?10?NiLa,0.551567787,0.133195508,,,0.315236706,,,,,,,,,,,,,,,,,,,,,,,,1.653333239,0.065717745,2.749995883,0.801168907,14.96519318,0.097545972,0.159458353,0.081528844,0.145083345,0.132654994,3.762499212,0.112803336,183.906015,0.295995415,3.77083255,0.110892925,3.749999631,0.070762944,36.72110419,0.877755979,17.08332713,0.750189678,1712.749163,0.461311228,-0.19500077,2.450146101,7.473083239,0.076500308,1.342499678,0.134529762,9.199995457,0.272642847,25.15583281,0.026856533,2.749995883,0.727273816,0,0.272726184,0.801168907,167.0000432,0.322381377,1012.732927,0.225279832,0.017312275,54.83326225,0.009084325,2606955.206,-3.805547194,-4770.159922,0.000798419,4.706427774,熔融纺丝,,,,,,,,,,40,,,,,,,,150,3,30,4.24,,,,250,0.101325,30,4.09,,,,,,,,,,,,,,,,,
MHS0550,Mg?10?NiNd,0.54497593,0.131603671,,,,0.323420399,,,,,,,,,,,,,,,,,,,,,,,1.67333325,0.032027702,2.749995883,0.801168907,14.941874,0.101920491,0.157466685,0.063299828,0.144583345,0.122020141,3.737499198,0.121182007,183.3357647,0.299104715,3.837499255,0.112877685,3.741666293,0.076538179,37.16527111,0.905230507,17.33332728,0.7844649,1682.415813,0.425136254,-0.193334102,2.483940879,7.468749903,0.078468976,1.345833013,0.131086365,9.274995499,0.261963884,25.18416616,0.030135866,2.749995883,0.727273816,0,0.272726184,0.801168907,167.3333767,0.316058764,1021.399599,0.231695775,0.016536402,55.16659577,0.009080673,2670464.858,-3.611101961,-4810.754541,0.000751195,4.706427774,熔融纺丝,,,,,,,,,,,,,,,,,,150,3,30,4.13,,,,250,0.101325,30,3.98,,,,,,,,,,,,,,,,,
MHS0551,Mg?10?NiSm,0.537598733,0.129822187,,,,,,0.33257908,,,,,,,,,,,,,,,,,,,,,1.648333236,0.075320117,2.749995883,0.801168907,14.96778485,0.097066317,0.158883353,0.074454985,0.144333345,0.116702442,3.724999191,0.126713325,182.8177644,0.302239187,3.704165846,0.137618384,3.749999631,0.070762944,37.6752714,0.936144715,17.49999404,0.806943041,1574.332418,0.332881351,-0.193334102,2.483940879,7.478583242,0.0740049,1.348333014,0.12880874,9.39999557,0.250206806,25.35833293,0.051400622,2.583329121,0.70967854,0,0.29032146,0.872160653,167.0000432,0.322381377,1025.399601,0.235648855,0.017066462,55.66659605,0.009167154,2709186.732,-3.638879581,-4829.60804,0.00075402,4.706427774,熔融纺丝,,,,,,,,,,,,,,,,,,150,3,30,3.96,,,,250,0.101325,30,3.83,,,,,,,,,,,,,,,,,
MHS0553,Mg 90 Ni 10,0.788446428,0.211553572,,,,,,,,,,,,,,,,,,,,,,,,,,,1.684999908,0.02670616,2.799995093,0.857142023,15.34881108,0.061238387,0.156550022,0.068029189,0.13930001,0.036611527,3.808999086,0.117353344,185.352619,0.313922413,3.808999086,0.117353344,3.814999601,0.05111389,27.74381891,0.371848299,13.59999019,0.352940469,1545.298882,0.353911153,-0.244000957,1.918020037,7.645400004,0.000235435,1.369999632,0.131386538,9.549994786,0.267015125,24.98909926,0.014418247,2.799995093,0.714286966,0,0.285713034,0.857142023,180.1000607,0.164907879,1003.649506,0.240621193,0.016277756,58.4999172,0.009515269,2094745.087,-1.439992149,-2714.032253,0.000530855,2.702728636,HCS + MM,,,30,200,10,,,,,,,,,,,,,100,3,1.67,4.3,,,,,,,,,,,,,,,,75.8（Mg（MgH 2））/60.2（Mg2Ni（Mg 2 NiH 4））,142.6（Mg（MgH 2））/123（Mg2Ni（Mg 2 NiH 4））,79.1（Mg（MgH 2））/66.2（Mg2Ni（Mg 2 NiH 4））,146.3（Mg（MgH 2））/127.6（Mg2Ni（Mg 2 NiH 4））,,,,,
MHS0554,Mg 90 Ni 2 Fe 8,0.794974989,0.042661059,,,,,,,,,,,,0.162363952,,,,,,,,,,,,,,,1.67379998,0.012582624,2.639998997,0.7335583,15.19036299,0.034747942,0.156510004,0.068814642,0.139940002,0.023846788,3.768999812,0.088368189,185.4132438,0.312838427,3.75699981,0.080487551,3.787799917,0.032018883,27.51596375,0.350328761,13.43999802,0.321979067,1541.139776,0.346795389,-0.323760202,0.806718217,7.666440004,0.009099763,1.363599926,0.118156341,9.27799892,0.192556086,24.91149984,0.007103051,2.639998997,0.757576045,0,0.242423955,0.7335583,179.220012,0.180615455,1010.289902,0.258965883,0.01626998,57.69998333,0.009183502,2071242.677,4.883203381,-3145.979047,0.001549799,3.118770408,HCS + MM,,,30,200,10,,,,,,,,,,,,,100,3,0.5,4.8,,,,,,,,,,,,,,,,76.4（Mg（MgH 2））/59.5（Mg2Ni（Mg 2 NiH 4））,143.8（Mg（MgH 2））/122.4（Mg2Ni（Mg 2 NiH 4））,79.8（Mg（MgH 2））/65.3（Mg2Ni（Mg 2 NiH 4））,147.6（Mg（MgH 2））/124.2（Mg2Ni（Mg 2 NiH 4））,,,,,
MHS0555,Mg?90?Ni?2?Fe?8,0.794974989,0.042661059,,,,,,,,,,,,0.162363952,,,,,,,,,,,,,,,1.67379998,0.012582624,2.639998997,0.7335583,15.19036299,0.034747942,0.156510004,0.068814642,0.139940002,0.023846788,3.768999812,0.088368189,185.4132438,0.312838427,3.75699981,0.080487551,3.787799917,0.032018883,27.51596375,0.350328761,13.43999802,0.321979067,1541.139776,0.346795389,-0.323760202,0.806718217,7.666440004,0.009099763,1.363599926,0.118156341,9.27799892,0.192556086,24.91149984,0.007103051,2.639998997,0.757576045,0,0.242423955,0.7335583,179.220012,0.180615455,1010.289902,0.258965883,0.01626998,57.69998333,0.009183502,2071242.677,4.883203381,-3145.979047,0.001549799,3.118770408,HCS + MM,,,30,200,10,,,,,,,,,,,,,220,3,,,5.04,,,,,,,,,,,,,,,,,,,,,,,
MHS0556,Mg90Ni10,0.788446428,0.211553572,,,,,,,,,,,,,,,,,,,,,,,,,,,1.684999908,0.02670616,2.799995093,0.857142023,15.34881108,0.061238387,0.156550022,0.068029189,0.13930001,0.036611527,3.808999086,0.117353344,185.352619,0.313922413,3.808999086,0.117353344,3.814999601,0.05111389,27.74381891,0.371848299,13.59999019,0.352940469,1545.298882,0.353911153,-0.244000957,1.918020037,7.645400004,0.000235435,1.369999632,0.131386538,9.549994786,0.267015125,24.98909926,0.014418247,2.799995093,0.714286966,0,0.285713034,0.857142023,180.1000607,0.164907879,1003.649506,0.240621193,0.016277756,58.4999172,0.009515269,2094745.087,-1.439992149,-2714.032253,0.000530855,2.702728636,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,220,0.005,30,1.79,,,,,,,,,,,,,,,,,
MHS0557,Mg90Ni8Fe2,0.790068495,0.16959104,,,,,,,,,,,,0.040340465,,,,,,,,,,,,,,,1.682199925,0.024170108,2.759996053,0.831155736,15.30919904,0.056075399,0.156540017,0.068226415,0.139460008,0.033913033,3.798999263,0.111020772,185.3677752,0.31365167,3.795999262,0.109641957,3.808199677,0.047218691,27.6868551,0.366671782,13.55999213,0.345636024,1544.259105,0.352155007,-0.263940776,1.618607923,7.650660006,0.004716619,1.368399705,0.128245852,9.481995792,0.251538647,24.9696994,0.013058416,2.759996053,0.724638718,0,0.275361282,0.831155736,179.8800485,0.168955952,1005.309606,0.245400007,0.016275812,58.29993365,0.009431916,2088856.091,0.131208081,-3135.192871,4.18E-05,3.118764667,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,220,0.005,30,2.02,,,,,,,,,,,,,,,,,
MHS0558,Mg90Ni6Fe4,0.791697249,0.127455494,,,,,,,,,,,,0.080847257,,,,,,,,,,,,,,,1.679399943,0.021183595,2.719997023,0.802245199,15.26958701,0.050189219,0.156530013,0.068423062,0.139620006,0.030951989,3.788999443,0.104163366,185.3829314,0.313380758,3.782999441,0.101108187,3.801399755,0.042865145,27.6298913,0.36136408,13.51999408,0.338055307,1543.219328,0.350383832,-0.28388059,1.342340616,7.655920007,0.006590335,1.366799778,0.124999868,9.413996816,0.234311344,24.95029954,0.011481854,2.719997023,0.735294922,0,0.264705078,0.802245199,179.6600363,0.172919524,1006.969705,0.250045424,0.016273868,58.09995015,0.009348838,2082976.038,1.708807417,-3283.301787,0.000520183,3.26227351,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,220,0.005,30,1.77,,,,,,,,,,,,,,,,,
MHS0559,Mg90Ni4Fe6,0.793332734,0.085145861,,,,,,,,,,,,0.121521406,,,,,,,,,,,,,,,1.676599961,0.017515948,2.679998005,0.769922962,15.229975,0.043282527,0.156520009,0.068619137,0.139780004,0.027644402,3.778999626,0.0966674,185.3980876,0.313109677,3.769999624,0.091517525,3.794599835,0.037894407,27.57292752,0.355918745,13.47999604,0.330177533,1542.179552,0.348597378,-0.303820399,1.077209295,7.661180006,0.007976062,1.365199851,0.121639992,9.345997859,0.214883406,24.93089969,0.00958186,2.679998005,0.746269212,0,0.253730788,0.769922962,179.4400241,0.176804317,1008.629804,0.254565079,0.016271924,57.89996672,0.009266034,2077104.906,3.292805852,-3287.135325,0.001000723,3.262275335,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,220,0.005,30,1.38,,,,,,,,,,,,,,,,,
MHS0560,Mg90Ni2Fe8,0.794974989,0.042661059,,,,,,,,,,,,0.162363952,,,,,,,,,,,,,,,1.67379998,0.012582624,2.639998997,0.7335583,15.19036299,0.034747942,0.156510004,0.068814642,0.139940002,0.023846788,3.768999812,0.088368189,185.4132438,0.312838427,3.75699981,0.080487551,3.787799917,0.032018883,27.51596375,0.350328761,13.43999802,0.321979067,1541.139776,0.346795389,-0.323760202,0.806718217,7.666440004,0.009099763,1.363599926,0.118156341,9.27799892,0.192556086,24.91149984,0.007103051,2.639998997,0.757576045,0,0.242423955,0.7335583,179.220012,0.180615455,1010.289902,0.258965883,0.01626998,57.69998333,0.009183502,2071242.677,4.883203381,-3145.979047,0.001549799,3.118770408,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,220,0.005,30,1.31,,,,,,,,,,,,,,,,,
MHS0561,Mg90Ni10,0.788446428,0.211553572,,,,,,,,,,,,,,,,,,,,,,,,,,,1.684999908,0.02670616,2.799995093,0.857142023,15.34881108,0.061238387,0.156550022,0.068029189,0.13930001,0.036611527,3.808999086,0.117353344,185.352619,0.313922413,3.808999086,0.117353344,3.814999601,0.05111389,27.74381891,0.371848299,13.59999019,0.352940469,1545.298882,0.353911153,-0.244000957,1.918020037,7.645400004,0.000235435,1.369999632,0.131386538,9.549994786,0.267015125,24.98909926,0.014418247,2.799995093,0.714286966,0,0.285713034,0.857142023,180.1000607,0.164907879,1003.649506,0.240621193,0.016277756,58.4999172,0.009515269,2094745.087,-1.439992149,-2714.032253,0.000530855,2.702728636,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,250,0.005,30,4.39,,,,,,,,,,,,,,,,,
MHS0562,Mg90Ni8Fe2,0.790068495,0.16959104,,,,,,,,,,,,0.040340465,,,,,,,,,,,,,,,1.682199925,0.024170108,2.759996053,0.831155736,15.30919904,0.056075399,0.156540017,0.068226415,0.139460008,0.033913033,3.798999263,0.111020772,185.3677752,0.31365167,3.795999262,0.109641957,3.808199677,0.047218691,27.6868551,0.366671782,13.55999213,0.345636024,1544.259105,0.352155007,-0.263940776,1.618607923,7.650660006,0.004716619,1.368399705,0.128245852,9.481995792,0.251538647,24.9696994,0.013058416,2.759996053,0.724638718,0,0.275361282,0.831155736,179.8800485,0.168955952,1005.309606,0.245400007,0.016275812,58.29993365,0.009431916,2088856.091,0.131208081,-3135.192871,4.18E-05,3.118764667,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,250,0.005,30,4.4,,,,,,,,,,,,,,,,,
MHS0563,Mg90Ni6Fe4,0.791697249,0.127455494,,,,,,,,,,,,0.080847257,,,,,,,,,,,,,,,1.679399943,0.021183595,2.719997023,0.802245199,15.26958701,0.050189219,0.156530013,0.068423062,0.139620006,0.030951989,3.788999443,0.104163366,185.3829314,0.313380758,3.782999441,0.101108187,3.801399755,0.042865145,27.6298913,0.36136408,13.51999408,0.338055307,1543.219328,0.350383832,-0.28388059,1.342340616,7.655920007,0.006590335,1.366799778,0.124999868,9.413996816,0.234311344,24.95029954,0.011481854,2.719997023,0.735294922,0,0.264705078,0.802245199,179.6600363,0.172919524,1006.969705,0.250045424,0.016273868,58.09995015,0.009348838,2082976.038,1.708807417,-3283.301787,0.000520183,3.26227351,HCS + MM,,,30,200,10,,,,,,,,,,,,,,,,,,,,250,0.005,30,4.16,,,,,,,,,,,,,,,,,
